Data from USB2G573481__15__16-08-18-238.txt Node

Date: Tue Dec 02 16:08:18 EST 2025
User: maryl
Spectrometer: USB2G57348
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1,000000E-2
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	-1,41
351	-1,52
352	0,89
353	0,65
354	1,39
355	-3
356	-0,29
357	1
358	0,73
359	0,72
360	2,99
361	0,68
362	-0,86
363	3,11
364	2,65
365	2,16
366	-0,84
367	2,74
368	0,76
369	-0,4
370	3,83
371	5,19
372	3,31
373	2,93
374	2,78
375	0,6
376	1,86
377	0,29
378	1,68
379	4,98
380	5,69
381	8,51
382	2,44
383	5,01
384	5,64
385	5,67
386	7,68
387	5,64
388	5,35
389	7,72
390	3,56
391	4,8
392	4,66
393	5,65
394	7,89
395	1,74
396	6,48
397	5,07
398	5,57
399	7,84
400	10,3
401	11,58
402	17,59
403	17,37
404	19,21
405	25,54
406	28,37
407	25,71
408	30,59
409	29,43
410	41,29
411	36,67
412	37,27
413	39,63
414	42,72
415	46,36
416	51,05
417	50,35
418	49,95
419	52,68
420	51,28
421	54,46
422	55,96
423	53,65
424	59,5
425	50,68
426	55,26
427	48,78
428	54,09
429	56,35
430	46,65
431	49,61
432	45,92
433	45,48
434	48,96
435	43,77
436	46,24
437	42,09
438	37,49
439	34,37
440	32,69
441	30,82
442	28,47
443	32,22
444	27,95
445	28,28
446	27,56
447	25,44
448	30,2
449	26,74
450	22,65
451	23,66
452	25,6
453	27,5
454	24,1
455	28,11
456	30,82
457	27,65
458	30,85
459	30,81
460	33
461	35,93
462	36,45
463	39,15
464	43,63
465	48,53
466	54,31
467	55,99
468	61,34
469	64,47
470	73,36
471	76,65
472	82,71
473	85,35
474	100,1
475	104,47
476	110,87
477	116,12
478	125,92
479	147,98
480	152,4
481	163,71
482	175,15
483	190,23
484	203,48
485	221,44
486	234,02
487	250,43
488	267,02
489	276,8
490	278,52
491	294,91
492	310,7
493	323,61
494	334,77
495	354,34
496	371,81
497	385,81
498	399,28
499	412,65
500	423
501	436,88
502	456,51
503	457,85
504	475,33
505	465,57
506	491,86
507	504,13
508	511,15
509	529,21
510	537,64
511	546,33
512	562,85
513	565,73
514	577,82
515	575,14
516	605,93
517	624,64
518	613,38
519	620,78
520	634,05
521	611,69
522	623,83
523	649,11
524	647,84
525	661,72
526	652,37
527	677,15
528	674,34
529	692,76
530	695,81
531	686,77
532	684,44
533	703,57
534	705,88
535	709,09
536	700,51
537	717,14
538	713,8
539	714,94
540	693,6
541	713,45
542	713,07
543	717,85
544	705,12
545	719,19
546	705,31
547	706,82
548	692,73
549	690,83
550	685,45
551	676,39
552	695,69
553	687,05
554	659,5
555	645,23
556	660,62
557	635,94
558	650,18
559	635,58
560	626,06
561	610,54
562	607,54
563	601,79
564	592,37
565	576,58
566	584,81
567	572,16
568	573,78
569	547,32
570	546,51
571	563,51
572	545,63
573	525,23
574	500,74
575	511,53
576	513,12
577	522,66
578	511,42
579	514,56
580	508,3
581	500,1
582	492,9
583	506,23
584	498,22
585	506,91
586	515,42
587	511,83
588	531,94
589	534,02
590	543,75
591	550,7
592	568,48
593	562,65
594	596,53
595	615,31
596	630,8
597	642,51
598	671,61
599	683,22
600	676,88
601	717,57
602	717,19
603	765,81
604	805,54
605	836,73
606	872,53
607	915,22
608	940,61
609	959,31
610	1003,4
611	1030,39
612	1065,48
613	1109,67
614	1140,73
615	1156,27
616	1201,93
617	1263,33
618	1324,14
619	1368,77
620	1403,72
621	1458,73
622	1482,42
623	1520,59
624	1583,1
625	1611,5
626	1655,91
627	1694,99
628	1765,34
629	1793,39
630	1816,17
631	1880,07
632	1921,77
633	1947,57
634	1995,64
635	2074,8
636	2088,63
637	2154,63
638	2176,85
639	2212,15
640	2280,02
641	2289,51
642	2341,12
643	2375,57
644	2402,47
645	2424,75
646	2491,49
647	2544,66
648	2562,34
649	2631,6
650	2667,74
651	2681,07
652	2722,77
653	2732,05
654	2753,66
655	2810,63
656	2834,02
657	2874,85
658	2912,24
659	2936,9
660	3006,42
661	2991,56
662	3047,92
663	3071,23
664	3080,35
665	3091,17
666	3090,81
667	3132,04
668	3180,49
669	3183,33
670	3206,3
671	3202,56
672	3187,8
673	3184,17
674	3194,41
675	3200,62
676	3220,26
677	3253,42
678	3270,05
679	3299,68
680	3301,26
681	3280,43
682	3321,23
683	3286,05
684	3274,85
685	3278,87
686	3269,86
687	3271,88
688	3283,64
689	3261,45
690	3229,59
691	3228,01
692	3188
693	3182,39
694	3135,57
695	3119,64
696	3084,65
697	3063,44
698	3033,62
699	2974,37
700	2934,57
701	2934,56
702	2858,51
703	2813,07
704	2780,04
705	2703,5
706	2694,9
707	2646,39
708	2588,59
709	2534,33
710	2461,18
711	2450,14
712	2383,26
713	2334,81
714	2270,27
715	2224,84
716	2159,48
717	2128,56
718	2087,47
719	1982,19
720	1972,47
721	1906,8
722	1859,69
723	1755,83
724	1692,2
725	1659,69
726	1590,07
727	1557,47
728	1505,81
729	1415,62
730	1370,97
731	1302,61
732	1296,82
733	1255,24
734	1178,6
735	1121,72
736	1081,06
737	1043,73
738	1007,63
739	958,54
740	896,18
741	871,55
742	829,56
743	797,59
744	760
745	705,75
746	700,15
747	661,45
748	626,36
749	593,85
750	571,68
751	544,98
752	504,68
753	484,05
754	464,37
755	438,76
756	413,75
757	400,95
758	378,68
759	365,55
760	341,06
761	326,35
762	312,72
763	307,67
764	286,64
765	271,02
766	258,95
767	261,65
768	247,65
769	237,45
770	233,7
771	220,95
772	224,71
773	216,87
774	217,36
775	208,16
776	209,04
777	212,54
778	202,95
779	216,2
780	213,91
781	213,41
782	206,13
783	210,58
784	224,38
785	221,36
786	215,63
787	226,5
788	225,84
789	234,32
790	245,12
791	245,22
792	245,3
793	251,99
794	254,59
795	272,64
796	277,4
797	288,26
798	290,97
799	312,29
800	311,25
801	313,63
802	326,43
803	336,56
804	345,83
805	363,83
806	365,51
807	379,42
808	379,71
809	392,04
810	395,91
811	408,23
812	416,3
813	420,13
814	413,41
815	418,3
816	424,89
817	417,47
818	443,92
819	429,17
820	450,3
821	441,67
822	461,32
823	461,81
824	453,63
825	457,56
826	458,89
827	461,69
828	476,63
829	474,1
830	466,51
831	461,64
832	481,33
833	481,94
834	481,75
835	483,01
836	478,23
837	482,18
838	480,76
839	486,64
840	478,47
841	489,59
842	477,9
843	482,53
844	485,17
845	488,65
846	491,36
847	480,89
848	484,05
849	478,65
850	474,16
